date,lat,lon,rainfall_mm
2021-01-01,32.13924636,77.48635568,0.0
2021-01-01,32.13924636,77.93102174,0.0
2021-01-01,32.13924636,78.37568781,0.0
2021-01-01,31.64517296,74.76895194,0.0
2021-01-01,31.64517296,75.21361801,0.0
2021-01-01,31.64517296,75.70769141,0.0
2021-01-01,31.64517296,76.15235748,0.0
2021-01-01,31.64517296,76.59702354,0.0
2021-01-01,31.64517296,77.04168961,0.0
2021-01-01,31.64517296,77.48635568,0.0
2021-01-01,31.64517296,77.93102174,0.0
2021-01-01,31.64517296,78.37568781,0.0
2021-01-01,31.20050689,74.76895194,0.0
2021-01-01,31.20050689,75.21361801,0.0
2021-01-01,31.20050689,75.70769141,0.0
2021-01-01,31.20050689,76.15235748,0.0
2021-01-01,31.20050689,76.59702354,0.0
2021-01-01,31.20050689,77.04168961,0.0
2021-01-01,31.20050689,77.48635568,0.0
2021-01-01,31.20050689,77.93102174,0.0
2021-01-01,31.20050689,78.37568781,0.0
2021-01-01,31.20050689,78.82035387,0.0
2021-01-01,30.75584083,74.32428588,0.0
2021-01-01,30.75584083,74.76895194,0.0
2021-01-01,30.75584083,75.21361801,0.0
2021-01-01,30.75584083,75.70769141,0.0
2021-01-01,30.75584083,76.15235748,0.0
2021-01-01,30.75584083,76.59702354,0.0
2021-01-01,30.75584083,77.04168961,0.0
2021-01-01,30.75584083,77.48635568,0.0
2021-01-01,30.75584083,77.93102174,0.0
2021-01-01,30.75584083,78.37568781,0.0
2021-01-01,30.75584083,78.82035387,0.0
2021-01-01,30.75584083,79.26501994,4.365457
2021-01-01,30.75584083,79.709686,0.0
2021-01-01,30.31117476,74.32428588,0.0
2021-01-01,30.31117476,74.76895194,0.0
2021-01-01,30.31117476,75.21361801,0.0
2021-01-01,30.31117476,75.70769141,0.0
2021-01-01,30.31117476,76.15235748,0.0
2021-01-01,30.31117476,76.59702354,0.0
2021-01-01,30.31117476,77.04168961,0.0
2021-01-01,30.31117476,77.48635568,0.0
2021-01-01,30.31117476,77.93102174,0.0
2021-01-01,30.31117476,78.37568781,0.0
2021-01-01,30.31117476,78.82035387,0.0
2021-01-01,30.31117476,79.26501994,0.0
2021-01-01,30.31117476,79.709686,0.0
2021-01-01,30.31117476,80.15435207,0.0
2021-01-01,30.31117476,80.64842548,0.0
2021-01-01,29.86650869,73.43495374,0.0
2021-01-01,29.86650869,73.87961981,0.0
2021-01-01,29.86650869,74.32428588,0.0
2021-01-01,29.86650869,74.76895194,0.0
2021-01-01,29.86650869,75.21361801,0.0
2021-01-01,29.86650869,75.70769141,0.0
2021-01-01,29.86650869,76.15235748,0.0
2021-01-01,29.86650869,76.59702354,0.0
2021-01-01,29.86650869,77.04168961,0.0
2021-01-01,29.86650869,77.48635568,0.0
2021-01-01,29.86650869,77.93102174,0.0
2021-01-01,29.86650869,78.37568781,0.0
2021-01-01,29.86650869,78.82035387,0.0
2021-01-01,29.86650869,79.26501994,0.0
2021-01-01,29.86650869,79.709686,0.0
2021-01-01,29.86650869,80.15435207,0.0
2021-01-01,29.42184263,73.43495374,0.0
2021-01-01,29.42184263,73.87961981,0.0
2021-01-01,29.42184263,74.32428588,0.0
2021-01-01,29.42184263,74.76895194,0.0
2021-01-01,29.42184263,75.21361801,0.0
2021-01-01,29.42184263,75.70769141,0.0
2021-01-01,29.42184263,76.15235748,0.0
2021-01-01,29.42184263,76.59702354,0.0
2021-01-01,29.42184263,77.04168961,0.0
2021-01-01,29.42184263,77.48635568,0.0
2021-01-01,29.42184263,77.93102174,0.0
2021-01-01,29.42184263,78.37568781,0.0
2021-01-01,29.42184263,78.82035387,0.0
2021-01-01,29.42184263,79.26501994,0.0
2021-01-01,29.42184263,79.709686,0.0
2021-01-01,29.42184263,80.15435207,0.0
2021-01-01,28.97717656,72.99028768,0.0
2021-01-01,28.97717656,73.43495374,0.0
2021-01-01,28.97717656,73.87961981,0.0
2021-01-01,28.97717656,74.32428588,0.0
2021-01-01,28.97717656,74.76895194,0.0
2021-01-01,28.97717656,75.21361801,0.0
2021-01-01,28.97717656,75.70769141,0.0
2021-01-01,28.97717656,76.15235748,0.0
2021-01-01,28.97717656,76.59702354,0.0
2021-01-01,28.97717656,77.04168961,0.0
2021-01-01,28.97717656,77.48635568,0.0
2021-01-01,28.97717656,77.93102174,0.0
2021-01-01,28.97717656,78.37568781,0.0
2021-01-01,28.97717656,78.82035387,0.0
2021-01-01,28.97717656,79.26501994,0.0
2021-01-01,28.97717656,79.709686,0.0
2021-01-01,28.97717656,94.53188819,0.0
2021-01-01,28.97717656,94.97655426,0.0
2021-01-01,28.97717656,95.47062766,0.0
2021-01-01,28.97717656,95.91529373,0.0
2021-01-01,28.97717656,96.35995979,0.0
2021-01-01,28.5325105,72.54562161,0.0
2021-01-01,28.5325105,72.99028768,0.0
2021-01-01,28.5325105,73.43495374,0.0
2021-01-01,28.5325105,73.87961981,0.0
2021-01-01,28.5325105,74.32428588,0.0
2021-01-01,28.5325105,74.76895194,0.0
2021-01-01,28.5325105,75.21361801,0.0
2021-01-01,28.5325105,75.70769141,0.0
2021-01-01,28.5325105,76.15235748,0.0
2021-01-01,28.5325105,76.59702354,0.0
2021-01-01,28.5325105,77.04168961,0.0
2021-01-01,28.5325105,77.48635568,0.0
2021-01-01,28.5325105,77.93102174,0.0
2021-01-01,28.5325105,78.37568781,0.0
2021-01-01,28.5325105,78.82035387,0.0
2021-01-01,28.5325105,79.26501994,0.0
2021-01-01,28.5325105,79.709686,0.0
2021-01-01,28.5325105,80.15435207,0.0
2021-01-01,28.5325105,80.64842548,0.0
2021-01-01,28.5325105,93.64255606,0.0
2021-01-01,28.5325105,94.08722213,0.0
2021-01-01,28.5325105,94.53188819,0.0
2021-01-01,28.5325105,94.97655426,0.0
2021-01-01,28.5325105,95.47062766,0.0
2021-01-01,28.5325105,95.91529373,0.0
2021-01-01,28.5325105,96.35995979,0.0
2021-01-01,28.08784443,72.10095555,0.0
2021-01-01,28.08784443,72.54562161,0.0
2021-01-01,28.08784443,72.99028768,0.0
2021-01-01,28.08784443,73.43495374,0.0
2021-01-01,28.08784443,73.87961981,0.0
2021-01-01,28.08784443,74.32428588,0.0
2021-01-01,28.08784443,74.76895194,0.0
2021-01-01,28.08784443,75.21361801,0.0
2021-01-01,28.08784443,75.70769141,0.0
2021-01-01,28.08784443,76.15235748,0.0
2021-01-01,28.08784443,76.59702354,0.0
2021-01-01,28.08784443,77.04168961,0.0
2021-01-01,28.08784443,77.48635568,0.0
2021-01-01,28.08784443,77.93102174,0.0
2021-01-01,28.08784443,78.37568781,0.0
2021-01-01,28.08784443,78.82035387,0.0
2021-01-01,28.08784443,79.26501994,0.0
2021-01-01,28.08784443,79.709686,0.0
2021-01-01,28.08784443,80.15435207,0.0
2021-01-01,28.08784443,80.64842548,0.0
2021-01-01,28.08784443,81.09309154,0.0
2021-01-01,28.08784443,88.701822,0.0
2021-01-01,28.08784443,92.75322393,0.0
2021-01-01,28.08784443,93.19788999,0.0
2021-01-01,28.08784443,93.64255606,0.0
2021-01-01,28.08784443,94.08722213,0.0
2021-01-01,28.08784443,94.53188819,0.0
2021-01-01,28.08784443,94.97655426,0.0
2021-01-01,28.08784443,95.47062766,0.0
2021-01-01,28.08784443,95.91529373,0.0
2021-01-01,28.08784443,96.35995979,0.0
2021-01-01,28.08784443,96.80462586,0.0
2021-01-01,28.08784443,97.24929193,0.0
2021-01-01,27.64317837,70.27288394,0.0
2021-01-01,27.64317837,70.76695735,0.0
2021-01-01,27.64317837,71.21162342,0.0
2021-01-01,27.64317837,71.65628948,0.0
2021-01-01,27.64317837,72.10095555,0.0
2021-01-01,27.64317837,72.54562161,0.0
2021-01-01,27.64317837,72.99028768,0.0
2021-01-01,27.64317837,73.43495374,0.0
2021-01-01,27.64317837,73.87961981,0.0
2021-01-01,27.64317837,74.32428588,0.0
2021-01-01,27.64317837,74.76895194,0.0
2021-01-01,27.64317837,75.21361801,0.0
2021-01-01,27.64317837,75.70769141,0.0
2021-01-01,27.64317837,76.15235748,0.0
2021-01-01,27.64317837,76.59702354,0.0
2021-01-01,27.64317837,77.04168961,0.0
2021-01-01,27.64317837,77.48635568,0.0
2021-01-01,27.64317837,77.93102174,0.0
2021-01-01,27.64317837,78.37568781,0.0
2021-01-01,27.64317837,78.82035387,0.0
2021-01-01,27.64317837,79.26501994,0.0
2021-01-01,27.64317837,79.709686,0.0
2021-01-01,27.64317837,80.15435207,0.0
2021-01-01,27.64317837,80.64842548,0.0
2021-01-01,27.64317837,81.09309154,0.0
2021-01-01,27.64317837,81.53775761,0.0
2021-01-01,27.64317837,81.98242367,0.0
2021-01-01,27.64317837,82.42708974,0.0
2021-01-01,27.64317837,88.25715593,0.0
2021-01-01,27.64317837,88.701822,0.0
2021-01-01,27.64317837,91.8638918,0.0
2021-01-01,27.64317837,92.30855786,0.0
2021-01-01,27.64317837,92.75322393,0.0
2021-01-01,27.64317837,93.19788999,0.0
2021-01-01,27.64317837,93.64255606,0.0
2021-01-01,27.64317837,94.08722213,0.0
2021-01-01,27.64317837,94.53188819,0.0
2021-01-01,27.64317837,94.97655426,0.0
2021-01-01,27.64317837,95.47062766,0.0
2021-01-01,27.64317837,95.91529373,0.0
2021-01-01,27.64317837,96.35995979,0.0
2021-01-01,27.64317837,96.80462586,0.0
2021-01-01,27.1985123,69.82821788,0.0
2021-01-01,27.1985123,70.27288394,0.0
2021-01-01,27.1985123,70.76695735,0.0
2021-01-01,27.1985123,71.21162342,0.0
2021-01-01,27.1985123,71.65628948,0.0
2021-01-01,27.1985123,72.10095555,0.0
2021-01-01,27.1985123,72.54562161,0.0
2021-01-01,27.1985123,72.99028768,0.0
2021-01-01,27.1985123,73.43495374,0.0
2021-01-01,27.1985123,73.87961981,0.0
2021-01-01,27.1985123,74.32428588,0.0
2021-01-01,27.1985123,74.76895194,0.0
2021-01-01,27.1985123,75.21361801,0.0
2021-01-01,27.1985123,75.70769141,0.0
2021-01-01,27.1985123,76.15235748,0.0
2021-01-01,27.1985123,76.59702354,0.0
2021-01-01,27.1985123,77.04168961,0.0
2021-01-01,27.1985123,77.48635568,0.0
2021-01-01,27.1985123,77.93102174,0.0
2021-01-01,27.1985123,78.37568781,0.0
2021-01-01,27.1985123,78.82035387,0.0
2021-01-01,27.1985123,79.26501994,0.0
2021-01-01,27.1985123,79.709686,0.0
2021-01-01,27.1985123,80.15435207,0.0
2021-01-01,27.1985123,80.64842548,0.0
2021-01-01,27.1985123,81.09309154,0.0
2021-01-01,27.1985123,81.53775761,0.0
2021-01-01,27.1985123,81.98242367,0.0
2021-01-01,27.1985123,82.42708974,0.0
2021-01-01,27.1985123,82.8717558,0.0
2021-01-01,27.1985123,83.31642187,0.0
2021-01-01,27.1985123,83.76108793,0.0
2021-01-01,27.1985123,84.205754,0.0
2021-01-01,27.1985123,84.65042007,0.0
2021-01-01,27.1985123,88.25715593,0.0
2021-01-01,27.1985123,88.701822,0.0
2021-01-01,27.1985123,92.30855786,0.0
2021-01-01,27.1985123,92.75322393,0.0
2021-01-01,27.1985123,93.19788999,0.0
2021-01-01,27.1985123,93.64255606,0.0
2021-01-01,27.1985123,94.08722213,0.0
2021-01-01,27.1985123,94.53188819,0.0
2021-01-01,27.1985123,94.97655426,0.0
2021-01-01,27.1985123,95.47062766,0.0
2021-01-01,27.1985123,95.91529373,0.0
2021-01-01,26.70443889,69.82821788,0.0
2021-01-01,26.70443889,70.27288394,0.0
2021-01-01,26.70443889,70.76695735,0.0
2021-01-01,26.70443889,71.21162342,0.0
2021-01-01,26.70443889,71.65628948,0.0
2021-01-01,26.70443889,72.10095555,0.0
2021-01-01,26.70443889,72.54562161,0.0
2021-01-01,26.70443889,72.99028768,0.0
2021-01-01,26.70443889,73.43495374,0.0
2021-01-01,26.70443889,73.87961981,0.0
2021-01-01,26.70443889,74.32428588,0.0
2021-01-01,26.70443889,74.76895194,0.0
2021-01-01,26.70443889,75.21361801,0.0
2021-01-01,26.70443889,75.70769141,0.0
2021-01-01,26.70443889,76.15235748,0.0
2021-01-01,26.70443889,76.59702354,0.0
2021-01-01,26.70443889,77.04168961,0.0
2021-01-01,26.70443889,77.48635568,0.0
2021-01-01,26.70443889,77.93102174,0.0
2021-01-01,26.70443889,78.37568781,0.0
2021-01-01,26.70443889,78.82035387,0.0
2021-01-01,26.70443889,79.26501994,0.0
2021-01-01,26.70443889,79.709686,0.0
2021-01-01,26.70443889,80.15435207,0.0
2021-01-01,26.70443889,80.64842548,0.0
2021-01-01,26.70443889,81.09309154,0.0
2021-01-01,26.70443889,81.53775761,0.0
2021-01-01,26.70443889,81.98242367,0.0
2021-01-01,26.70443889,82.42708974,0.0
2021-01-01,26.70443889,82.8717558,0.0
2021-01-01,26.70443889,83.31642187,0.0
2021-01-01,26.70443889,83.76108793,0.0
2021-01-01,26.70443889,84.205754,0.0
2021-01-01,26.70443889,84.65042007,0.0
2021-01-01,26.70443889,85.09508613,0.0
2021-01-01,26.70443889,85.58915954,0.0
2021-01-01,26.70443889,88.25715593,0.0
2021-01-01,26.70443889,88.701822,0.0
2021-01-01,26.70443889,89.14648806,0.0
2021-01-01,26.70443889,89.59115413,0.0
2021-01-01,26.70443889,90.03582019,0.0
2021-01-01,26.70443889,90.5298936,0.0
2021-01-01,26.70443889,90.97455967,0.0
2021-01-01,26.70443889,91.41922573,0.0
2021-01-01,26.70443889,91.8638918,0.0
2021-01-01,26.70443889,92.30855786,0.0
2021-01-01,26.70443889,92.75322393,0.0
2021-01-01,26.70443889,93.19788999,0.0
2021-01-01,26.70443889,93.64255606,0.0
2021-01-01,26.70443889,94.08722213,0.0
2021-01-01,26.70443889,94.53188819,0.0
2021-01-01,26.70443889,94.97655426,0.0
2021-01-01,26.25977283,70.27288394,0.0
2021-01-01,26.25977283,70.76695735,0.0
2021-01-01,26.25977283,71.21162342,0.0
2021-01-01,26.25977283,71.65628948,0.0
2021-01-01,26.25977283,72.10095555,0.0
2021-01-01,26.25977283,72.54562161,0.0
2021-01-01,26.25977283,72.99028768,0.0
2021-01-01,26.25977283,73.43495374,0.0
2021-01-01,26.25977283,73.87961981,0.0
2021-01-01,26.25977283,74.32428588,0.0
2021-01-01,26.25977283,74.76895194,0.0
2021-01-01,26.25977283,75.21361801,0.0
2021-01-01,26.25977283,75.70769141,0.0
2021-01-01,26.25977283,76.15235748,0.0
2021-01-01,26.25977283,76.59702354,0.0
2021-01-01,26.25977283,77.04168961,0.0
2021-01-01,26.25977283,77.48635568,0.0
2021-01-01,26.25977283,77.93102174,0.0
2021-01-01,26.25977283,78.37568781,0.0
2021-01-01,26.25977283,78.82035387,0.0
2021-01-01,26.25977283,79.26501994,0.0
2021-01-01,26.25977283,79.709686,0.0
2021-01-01,26.25977283,80.15435207,0.0
2021-01-01,26.25977283,80.64842548,0.0
2021-01-01,26.25977283,81.09309154,0.0
2021-01-01,26.25977283,81.53775761,0.0
2021-01-01,26.25977283,81.98242367,0.0
2021-01-01,26.25977283,82.42708974,0.0
2021-01-01,26.25977283,82.8717558,0.0
2021-01-01,26.25977283,83.31642187,0.0
2021-01-01,26.25977283,83.76108793,0.0
2021-01-01,26.25977283,84.205754,0.0
2021-01-01,26.25977283,84.65042007,0.0
2021-01-01,26.25977283,85.09508613,0.0
2021-01-01,26.25977283,85.58915954,0.0
2021-01-01,26.25977283,86.0338256,0.0
2021-01-01,26.25977283,86.47849167,0.0
2021-01-01,26.25977283,86.92315774,0.0
2021-01-01,26.25977283,87.3678238,0.0
2021-01-01,26.25977283,87.81248987,0.0
2021-01-01,26.25977283,88.25715593,0.0
2021-01-01,26.25977283,89.14648806,0.0
2021-01-01,26.25977283,89.59115413,0.0
2021-01-01,26.25977283,90.03582019,0.0
2021-01-01,26.25977283,90.5298936,0.0
2021-01-01,26.25977283,90.97455967,0.0
2021-01-01,26.25977283,91.41922573,0.0
2021-01-01,26.25977283,91.8638918,0.0
2021-01-01,26.25977283,92.30855786,0.0
2021-01-01,26.25977283,92.75322393,0.0
2021-01-01,26.25977283,93.19788999,0.0
2021-01-01,26.25977283,93.64255606,0.0
2021-01-01,26.25977283,94.08722213,0.0
2021-01-01,26.25977283,94.53188819,0.0
2021-01-01,26.25977283,94.97655426,0.0
2021-01-01,25.81510676,70.27288394,0.0
2021-01-01,25.81510676,70.76695735,0.0
2021-01-01,25.81510676,71.21162342,0.0
2021-01-01,25.81510676,71.65628948,0.0
2021-01-01,25.81510676,72.10095555,0.0
2021-01-01,25.81510676,72.54562161,0.0
2021-01-01,25.81510676,72.99028768,0.0
2021-01-01,25.81510676,73.43495374,0.0
2021-01-01,25.81510676,73.87961981,0.0
2021-01-01,25.81510676,74.32428588,0.0
2021-01-01,25.81510676,74.76895194,0.0
2021-01-01,25.81510676,75.21361801,0.0
2021-01-01,25.81510676,75.70769141,0.0
2021-01-01,25.81510676,76.15235748,0.0
2021-01-01,25.81510676,76.59702354,0.0
2021-01-01,25.81510676,77.04168961,0.0
2021-01-01,25.81510676,77.48635568,0.0
2021-01-01,25.81510676,77.93102174,0.0
2021-01-01,25.81510676,78.37568781,0.0
2021-01-01,25.81510676,78.82035387,0.0
2021-01-01,25.81510676,79.26501994,0.0
2021-01-01,25.81510676,79.709686,0.0
2021-01-01,25.81510676,80.15435207,0.0
2021-01-01,25.81510676,80.64842548,0.0
2021-01-01,25.81510676,81.09309154,0.0
2021-01-01,25.81510676,81.53775761,0.0
2021-01-01,25.81510676,81.98242367,0.0
2021-01-01,25.81510676,82.42708974,0.0
2021-01-01,25.81510676,82.8717558,0.0
2021-01-01,25.81510676,83.31642187,0.0
2021-01-01,25.81510676,83.76108793,0.0
2021-01-01,25.81510676,84.205754,0.0
2021-01-01,25.81510676,84.65042007,0.0
2021-01-01,25.81510676,85.09508613,0.0
2021-01-01,25.81510676,85.58915954,0.0
2021-01-01,25.81510676,86.0338256,0.0
2021-01-01,25.81510676,86.47849167,0.0
2021-01-01,25.81510676,86.92315774,0.0
2021-01-01,25.81510676,87.3678238,0.0
2021-01-01,25.81510676,87.81248987,0.0
2021-01-01,25.81510676,90.03582019,0.0
2021-01-01,25.81510676,90.5298936,0.0
2021-01-01,25.81510676,90.97455967,0.0
2021-01-01,25.81510676,91.41922573,0.0
2021-01-01,25.81510676,91.8638918,0.0
2021-01-01,25.81510676,92.30855786,0.0
2021-01-01,25.81510676,92.75322393,0.0
2021-01-01,25.81510676,93.19788999,0.0
2021-01-01,25.81510676,93.64255606,0.0
2021-01-01,25.81510676,94.08722213,0.0
2021-01-01,25.81510676,94.53188819,0.0
2021-01-01,25.81510676,94.97655426,0.0
2021-01-01,25.3704407,70.76695735,0.0
2021-01-01,25.3704407,71.21162342,0.0
2021-01-01,25.3704407,71.65628948,0.0
2021-01-01,25.3704407,72.10095555,0.0
2021-01-01,25.3704407,72.54562161,0.0
2021-01-01,25.3704407,72.99028768,0.0
2021-01-01,25.3704407,73.43495374,0.0
2021-01-01,25.3704407,73.87961981,0.0
2021-01-01,25.3704407,74.32428588,0.0
2021-01-01,25.3704407,74.76895194,0.0
2021-01-01,25.3704407,75.21361801,0.0
2021-01-01,25.3704407,75.70769141,0.0
2021-01-01,25.3704407,76.15235748,0.0
2021-01-01,25.3704407,76.59702354,0.0
2021-01-01,25.3704407,77.04168961,0.0
2021-01-01,25.3704407,77.48635568,0.0
2021-01-01,25.3704407,77.93102174,0.0
2021-01-01,25.3704407,78.37568781,0.0
2021-01-01,25.3704407,78.82035387,0.0
2021-01-01,25.3704407,79.26501994,0.0
2021-01-01,25.3704407,79.709686,0.0
2021-01-01,25.3704407,80.15435207,0.0
2021-01-01,25.3704407,80.64842548,0.0
2021-01-01,25.3704407,81.09309154,0.0
2021-01-01,25.3704407,81.53775761,0.0
2021-01-01,25.3704407,81.98242367,0.0
2021-01-01,25.3704407,82.42708974,0.0
2021-01-01,25.3704407,82.8717558,0.0
2021-01-01,25.3704407,83.31642187,0.0
2021-01-01,25.3704407,83.76108793,0.0
2021-01-01,25.3704407,84.205754,0.0
2021-01-01,25.3704407,84.65042007,0.0
2021-01-01,25.3704407,85.09508613,0.0
2021-01-01,25.3704407,85.58915954,0.0
2021-01-01,25.3704407,86.0338256,0.0
2021-01-01,25.3704407,86.47849167,0.0
2021-01-01,25.3704407,86.92315774,0.0
2021-01-01,25.3704407,87.3678238,0.0
2021-01-01,25.3704407,87.81248987,0.0
2021-01-01,25.3704407,88.25715593,0.0
2021-01-01,25.3704407,88.701822,0.0
2021-01-01,25.3704407,90.03582019,0.0
2021-01-01,25.3704407,90.5298936,0.0
2021-01-01,25.3704407,90.97455967,0.0
2021-01-01,25.3704407,91.41922573,0.0
2021-01-01,25.3704407,91.8638918,0.0
2021-01-01,25.3704407,92.30855786,0.0
2021-01-01,25.3704407,92.75322393,0.0
2021-01-01,25.3704407,93.19788999,0.0
2021-01-01,25.3704407,93.64255606,0.0
2021-01-01,25.3704407,94.08722213,0.0
2021-01-01,25.3704407,94.53188819,0.0
2021-01-01,24.92577463,71.21162342,0.0
2021-01-01,24.92577463,71.65628948,0.0
2021-01-01,24.92577463,72.10095555,0.0
2021-01-01,24.92577463,72.54562161,0.0
2021-01-01,24.92577463,72.99028768,0.0
2021-01-01,24.92577463,73.43495374,0.0
2021-01-01,24.92577463,73.87961981,0.0
2021-01-01,24.92577463,74.32428588,0.0
2021-01-01,24.92577463,74.76895194,0.0
2021-01-01,24.92577463,75.21361801,0.0
2021-01-01,24.92577463,75.70769141,0.0
2021-01-01,24.92577463,76.15235748,0.0
2021-01-01,24.92577463,76.59702354,0.0
2021-01-01,24.92577463,77.04168961,0.0
2021-01-01,24.92577463,77.48635568,0.0
2021-01-01,24.92577463,77.93102174,0.0
2021-01-01,24.92577463,78.37568781,0.0
2021-01-01,24.92577463,78.82035387,0.0
2021-01-01,24.92577463,79.26501994,0.0
2021-01-01,24.92577463,79.709686,0.0
2021-01-01,24.92577463,80.15435207,0.0
2021-01-01,24.92577463,80.64842548,0.0
2021-01-01,24.92577463,81.09309154,0.0
2021-01-01,24.92577463,81.53775761,0.0
2021-01-01,24.92577463,81.98242367,0.0
2021-01-01,24.92577463,82.42708974,0.0
2021-01-01,24.92577463,82.8717558,0.0
2021-01-01,24.92577463,83.31642187,0.0
2021-01-01,24.92577463,83.76108793,0.0
2021-01-01,24.92577463,84.205754,0.0
2021-01-01,24.92577463,84.65042007,0.0
2021-01-01,24.92577463,85.09508613,0.0
2021-01-01,24.92577463,85.58915954,0.0
2021-01-01,24.92577463,86.0338256,0.0
2021-01-01,24.92577463,86.47849167,0.0
2021-01-01,24.92577463,86.92315774,0.0
2021-01-01,24.92577463,87.3678238,0.0
2021-01-01,24.92577463,87.81248987,0.0
2021-01-01,24.92577463,88.25715593,0.0
2021-01-01,24.92577463,92.75322393,0.0
2021-01-01,24.92577463,93.19788999,0.0
2021-01-01,24.92577463,93.64255606,0.0
2021-01-01,24.92577463,94.08722213,0.0
2021-01-01,24.92577463,94.53188819,0.0
2021-01-01,24.48110857,71.21162342,0.0
2021-01-01,24.48110857,71.65628948,0.0
2021-01-01,24.48110857,72.10095555,0.0
2021-01-01,24.48110857,72.54562161,0.0
2021-01-01,24.48110857,72.99028768,0.0
2021-01-01,24.48110857,73.43495374,0.0
2021-01-01,24.48110857,73.87961981,0.0
2021-01-01,24.48110857,74.32428588,0.0
2021-01-01,24.48110857,74.76895194,0.0
2021-01-01,24.48110857,75.21361801,0.0
2021-01-01,24.48110857,75.70769141,0.0
2021-01-01,24.48110857,76.15235748,0.0
2021-01-01,24.48110857,76.59702354,0.0
2021-01-01,24.48110857,77.04168961,0.0
2021-01-01,24.48110857,77.48635568,0.0
2021-01-01,24.48110857,77.93102174,0.0
2021-01-01,24.48110857,78.37568781,0.0
2021-01-01,24.48110857,78.82035387,0.0
2021-01-01,24.48110857,79.26501994,0.0
2021-01-01,24.48110857,79.709686,0.0
2021-01-01,24.48110857,80.15435207,0.0
2021-01-01,24.48110857,80.64842548,0.0
2021-01-01,24.48110857,81.09309154,0.0
2021-01-01,24.48110857,81.53775761,0.0
2021-01-01,24.48110857,81.98242367,0.0
2021-01-01,24.48110857,82.42708974,0.0
2021-01-01,24.48110857,82.8717558,0.0
2021-01-01,24.48110857,83.31642187,0.0
2021-01-01,24.48110857,83.76108793,0.0
2021-01-01,24.48110857,84.205754,0.0
2021-01-01,24.48110857,84.65042007,0.0
2021-01-01,24.48110857,85.09508613,0.0
2021-01-01,24.48110857,85.58915954,0.0
2021-01-01,24.48110857,86.0338256,0.0
2021-01-01,24.48110857,86.47849167,0.0
2021-01-01,24.48110857,86.92315774,0.0
2021-01-01,24.48110857,87.3678238,0.0
2021-01-01,24.48110857,87.81248987,0.0
2021-01-01,24.48110857,92.30855786,0.0
2021-01-01,24.48110857,92.75322393,0.0
2021-01-01,24.48110857,93.19788999,0.0
2021-01-01,24.48110857,93.64255606,0.0
